,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
14798,14801.0,Archer Maclean Presents: Pool Paradise,GC,2004-01-01,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,playstation,other
14799,14802.0,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010-01-01,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14800,14803.0,Battlezone,PSP,2006-01-01,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,playstation,Electronic Arts
14801,14804.0,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007-01-01,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,playstation,other
14802,14805.0,Medal of Honor: Vanguard,PS2,2007-01-01,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,playstation,other
14803,14806.0,Touch Shot! Love Application,PS3,2012-01-01,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14804,14807.0,Nanotek Warrior,PS,1997-01-01,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,playstation,other
14805,14808.0,Galileo,DS,2008-01-01,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,nintendo_console,Namco Bandai Games
14806,14809.0,Cake Mania: Baker's Challenge,PS2,2008-01-01,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,playstation,Sega
14807,14810.0,Captain Tsubasa J: The Way to World Youth,SNES,1995-01-01,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,xbox,other
14808,14811.0,Super Monkey Ball Adventure,PS2,2006-01-01,Platform,Sega,0.01,0.01,0.0,0.0,0.03,playstation,other
14809,14812.0,Alien Breed Trilogy,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03,playstation,other
14810,14813.0,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015-01-01,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,nintendo_console,other
14811,14814.0,Sengoku Basara: Sanada Yukimura-Den,PS4,2016-01-01,Action,Capcom,0.0,0.0,0.03,0.0,0.03,playstation,other
14812,14815.0,CID The Dummy,Wii,2009-01-01,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,Electronic Arts
14813,14816.0,Kisuato,PSV,2015-01-01,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,playstation,other
14814,14817.0,Madden NFL 07,GBA,2006-01-01,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,nintendo_handheld,Activision
14815,14818.0,Renegade Racers,PS,1999-01-01,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,nintendo_handheld,other
14816,14819.0,The Legend of Korra (3DS),3DS,2014-01-01,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14817,14820.0,AniMates!,DS,2007-01-01,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14818,14821.0,Monster High 13 Wishes,WiiU,2013-01-01,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03,playstation,other
14819,14822.0,Franklin the Turtle,GBA,2005-01-01,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,nintendo_handheld,other
14820,14823.0,Steins;Gate 0,PS3,2015-01-01,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,nintendo_console,other
14821,14824.0,Catan,DS,2009-01-01,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,,other
14822,14825.0,Backyard NFL Football,Wii,2007-01-01,Sports,Atari,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14823,14826.0,Captain Morgane and the Golden Turtle,PC,2012-01-01,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,,other
14824,14827.0,Gauntlet / Rampart,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,nintendo_console,other
14825,14828.0,Age of Empires III: Gold Edition,PC,2007-01-01,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,nintendo_handheld,other
14826,14829.0,Let's Play Ballerina,Wii,2010-01-01,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14827,14830.0,Disney Planes Fire & Rescue,WiiU,2014-01-01,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03,playstation,other
14828,14831.0,Dream Girl Premier,3DS,2015-01-01,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,playstation,other
14829,14832.0,River King: Wonderful Journey,PS2,2005-01-01,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,nintendo_handheld,other
14830,14833.0,Senran Kagura: Bon Appétit!,PSV,2014-01-01,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14831,14834.0,Ducati Moto,DS,2008-01-01,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14832,14835.0,Justice League Heroes: The Flash,GBA,2006-01-01,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,playstation,Activision
14833,14836.0,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008-01-01,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,nintendo_console,other
14834,14837.0,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.03,,other
14835,14838.0,Kawasaki Snowmobiles,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14836,14839.0,Dungeon Siege II,PC,2005-01-01,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,xbox,other
14837,14840.0,Bae Yong-joon to Manabu Kankokugo DS,DS,2009-01-01,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,playstation,other
14838,14841.0,World War II Combat: Road To Berlin,XB,2006-01-01,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,nintendo_handheld,Ubisoft
14839,14842.0,Metal Saga,PS2,2005-01-01,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,,other
14840,14843.0,Imagine: Sweet 16,DS,2010-01-01,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,playstation,other
14841,14844.0,SWAT 4,PC,2005-01-01,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,playstation,Konami Digital Entertainment
14842,14845.0,Last Escort 2: Shinya no Amai Toge,PS2,2008-01-01,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,other
14843,14846.0,Pop'n Music 13 Carnival,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14844,14847.0,Magicka Collection,PC,2011-01-01,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,playstation,other
14845,14848.0,Bookworm,GBA,2004-01-01,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03,nintendo_handheld,other
14846,14849.0,Tokushu Houdoubu,PSV,2012-01-01,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14847,14850.0,Terraria,WiiU,2016-01-01,Action,505 Games,0.0,0.02,0.0,0.0,0.03,nintendo_handheld,other
14848,14851.0,My DoItAll,DS,2009-01-01,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03,playstation,other
14849,14852.0,Legacy of Ys: Books I & II,DS,,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.03,nintendo_console,other
14850,14853.0,Shakugan no Shana,PS2,2006-01-01,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14851,14854.0,Monster Mayhem: Build and Battle,Wii,2009-01-01,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,nintendo_handheld,other
14852,14855.0,I Heart Geeks,DS,2011-01-01,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,,Electronic Arts
14853,14856.0,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008-01-01,Action,Spike,0.0,0.0,0.03,0.0,0.03,xbox,other
14854,14857.0,The Lord of the Rings: Conquest,PC,2009-01-01,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,playstation,other
14855,14858.0,The King of Fighters: Maximum Impact - Maniax,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,playstation,other
14856,14859.0,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,sega,other
14857,14860.0,Little Busters! Converted Edition,PSV,2012-01-01,Action,Prototype,0.0,0.0,0.03,0.0,0.03,playstation,other
14858,14861.0,Hankou Shashin,SAT,1996-01-01,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14859,14862.0,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015-01-01,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03,xbox,other
14860,14863.0,Marker Man Adventures,DS,2009-01-01,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,nintendo_console,Namco Bandai Games
14861,14864.0,Capcom Digital Collection,X360,2012-01-01,Action,Capcom,0.02,0.01,0.0,0.0,0.03,playstation,Ubisoft
14862,14865.0,Pro Yakyuu Family Stadium,Wii,2008-01-01,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,xbox,other
14863,14866.0,Open Season,PS2,2006-01-01,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03,nintendo_handheld,other
14864,14867.0,Monster Hunter Frontier Online: Forward 2,X360,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,playstation,other
14865,14868.0,Moyashimon DS,DS,2009-01-01,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,playstation,other
14866,14869.0,A Ressha de Gyoukou 2001,PS2,2001-01-01,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,nintendo_console,other
14867,14870.0,Diabolik Lovers: Lunatic Parade,PSV,2016-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,other
14868,14871.0,Let's Dance with Mel B,Wii,2011-01-01,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.03,,other
14869,14872.0,Battlestations: Pacific,PC,2009-01-01,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,playstation,other
14870,14873.0,Neverwinter Nights 2,PC,2006-01-01,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,,Electronic Arts
14871,14874.0,Starry ? Sky: In Autumn,PSP,2010-01-01,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,xbox,other
14872,14875.0,Battlefield 1942,PC,2002-01-01,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,playstation,other
14873,14876.0,Back to the Future: The Game,X360,2015-01-01,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,,Activision
14874,14877.0,Pitball,PS,1996-01-01,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,nintendo_console,other
14875,14878.0,X-Men Origins: Wolverine - Uncaged Edition,PC,2009-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.03,playstation,other
14876,14879.0,Combat Wings: The Great Battles of WWII,Wii,,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,playstation,other
14877,14880.0,D.C. III: Da Capo III,PSP,2013-01-01,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,nintendo_console,other
14878,14881.0,Judge Dredd: Dredd Vs Death,PS2,2003-01-01,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,nintendo_handheld,THQ
14879,14882.0,Ocean Commander,Wii,2009-01-01,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03,playstation,other
14880,14883.0,Drome Racers,GBA,2003-01-01,Racing,THQ,0.02,0.01,0.0,0.0,0.03,playstation,Namco Bandai Games
14881,14884.0,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14882,14885.0,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015-01-01,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,other
14883,14886.0,Tank Beat,DS,2006-01-01,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03,nintendo_handheld,other
14884,14887.0,LEGO Pirates of the Caribbean: The Video Game,PC,2011-01-01,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,,other
14885,14888.0,Turbo: Super Stunt Squad,WiiU,2013-01-01,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03,xbox,Activision
14886,14889.0,Jurassic Park: Operation Genesis,PC,2003-01-01,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03,nintendo_handheld,other
14887,14890.0,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.03,playstation,other
14888,14891.0,Tenkaichi * Sengoku Lovers,DS,2010-01-01,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,playstation,Sega
14889,14892.0,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013-01-01,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,playstation,other
14890,14893.0,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007-01-01,Misc,Sega,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14891,14894.0,Bode Miller Alpine Skiing,PS2,2006-01-01,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,playstation,other
14892,14895.0,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,playstation,other
14893,14896.0,R-Type Delta,PS,1998-01-01,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,playstation,Namco Bandai Games
14894,14897.0,Angelique: Maren no Rokukishi,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,playstation,other
14895,14898.0,Soul Eater: Battle Resonance,PSP,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14896,14899.0,Psycho-Pass: Mandatory Happiness,PS4,2016-01-01,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03,nintendo_console,other
14897,14900.0,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008-01-01,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14898,14901.0,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994-01-01,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14899,14902.0,Napoleon Dynamite: The Game,DS,2007-01-01,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,nintendo_console,other
14900,14903.0,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008-01-01,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,playstation,other
14901,14904.0,Rock 'N' Roll Adventures,Wii,2007-01-01,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,playstation,Namco Bandai Games
14902,14905.0,War Gods,PS,1996-01-01,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,playstation,other
14903,14906.0,Evangelion: Jo,PS2,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14904,14907.0,Doki Oki,PS,1995-01-01,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,playstation,other
14905,14908.0,Gakuen Alice: WakuWaku * Happy Friends,DS,2007-01-01,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,playstation,other
14906,14909.0,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012-01-01,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,playstation,Sony Computer Entertainment
14907,14910.0,Konohana 2: Todoke Kanai Requiem,PS2,2002-01-01,Adventure,Success,0.0,0.0,0.03,0.0,0.03,playstation,other
14908,14911.0,Derby Time 2006,PSP,2006-01-01,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,nintendo_handheld,other
14909,14912.0,Yuusha Shisu.,PSV,2016-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,playstation,other
14910,14913.0,Monster Mayhem: Build and Battle,DS,2009-01-01,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02,nintendo_console,other
14911,14914.0,Senjou no Waltz,PSV,2014-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,xbox,Activision
14912,14915.0,Chuck E. Cheese's Sports Games,Wii,2011-01-01,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,other
14913,14916.0,Ghostbusters (2016),XOne,2016-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,playstation,other
14914,14917.0,Stronghold 2 Deluxe,PC,2005-01-01,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,Konami Digital Entertainment
14915,14918.0,MAPLUS: Portable Navi 3,PSP,2009-01-01,Misc,Edia,0.0,0.0,0.02,0.0,0.02,nintendo_console,other
14916,14919.0,DEATH NOTE: L o Tsugu Mono,DS,2007-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,other
14917,14920.0,ZooCube,GC,2002-01-01,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,other
14918,14921.0,Puppet Show 3: Lost Town,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
14919,14922.0,Star Wars: Empire at War - Forces of Corruption,PC,2006-01-01,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,playstation,other
14920,14923.0,Spy Hunter / Super Sprint,GBA,2005-01-01,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,playstation,other
14921,14924.0,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,xbox,other
14922,14925.0,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,playstation,other
14923,14926.0,Room Zoom: Race for Impact,XB,2004-01-01,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02,nintendo_console,other
14924,14927.0,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,other
14925,14928.0,Tube Slider,GC,,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,sega,other
14926,14929.0,Ghost Pirates of Vooju Island,PC,2009-01-01,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,xbox,other
14927,14930.0,America Oudan Ultra-Quiz,SAT,1995-01-01,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
14928,14931.0,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009-01-01,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,other
14929,14932.0,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009-01-01,Misc,PlayV,0.0,0.02,0.0,0.0,0.02,,other
14930,14933.0,ParaWorld,PC,2006-01-01,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,playstation,other
14931,14934.0,Tropico Reloaded,PC,2009-01-01,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,,other
14932,14935.0,Shinseiki Evangelion: Battle Orchestra,PS2,2007-01-01,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
14933,14936.0,Pharaoh,PC,1998-01-01,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,Namco Bandai Games
14934,14937.0,Vampire Mansion: Linda Hyde,DS,2011-01-01,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02,playstation,Electronic Arts
14935,14938.0,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,playstation,Namco Bandai Games
14936,14939.0,Battlefield 2: Modern Combat(JP sales),PS2,2005-01-01,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02,xbox,other
14937,14940.0,The Idolmaster: Gravure For You! Vol.7,PS3,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,other
14938,14941.0,Stake: Fortune Fighters,XB,2003-01-01,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,,Ubisoft
14939,14942.0,Serious Sam Advance,GBA,2004-01-01,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,nintendo_console,other
14940,14943.0,The Settlers: Rise of an Empire,PC,2007-01-01,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,playstation,other
14941,14944.0,Let's Play Garden,Wii,2010-01-01,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,playstation,Konami Digital Entertainment
14942,14945.0,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,,Adventure,,0.0,0.0,0.02,0.0,0.02,playstation,Konami Digital Entertainment
14943,14946.0,Pop'n Music 12 Iroha,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,other
14944,14947.0,BeatMania IIDX 11: IIDX Red,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,nintendo_console,Konami Digital Entertainment
14945,14948.0,Warhammer Online: Age of Reckoning,PC,2008-01-01,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,nintendo_console,other
14946,14949.0,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,playstation,other
14947,14950.0,Road Trip: The Arcade Edition,GC,2002-01-01,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,xbox,other
14948,14951.0,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,playstation,Sega
14949,14952.0,No More Heroes: Heroes' Paradise,X360,2010-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,playstation,Activision
14950,14953.0,Virtua Tennis: World Tour (jp sales),PSP,2005-01-01,Sports,Sega,0.0,0.0,0.02,0.0,0.02,playstation,other
14951,14954.0,World Series of Poker 2008: Battle for the Bracelets,PSP,2007-01-01,Misc,Activision,0.02,0.0,0.0,0.0,0.02,xbox,other
14952,14955.0,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012-01-01,Action,5pb,0.0,0.0,0.02,0.0,0.02,xbox,other
14953,14956.0,Cold War,XB,2005-01-01,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02,playstation,Namco Bandai Games
14954,14957.0,Steel Battalion: Line of Contact,XB,2004-01-01,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,playstation,other
14955,14958.0,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,xbox,Konami Digital Entertainment
14956,14959.0,Ken to Mahou to Gakuen Mono. 2G,PS3,2010-01-01,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,playstation,other
14957,14960.0,NBA Starting Five,XB,2002-01-01,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,playstation,other
14958,14961.0,Kami Naru Kimi to,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,other
14959,14962.0,Spy Hunter: Nowhere To Run,PS2,2006-01-01,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,playstation,other
14960,14963.0,LEGO Harry Potter: Years 1-4,PC,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,,other
14961,14964.0,Ikki Tousen: Eloquent Fist,PSP,2008-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,xbox,other
14962,14965.0,Viva Pinata,PC,2007-01-01,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
14963,14966.0,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004-01-01,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02,playstation,other
14964,14967.0,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003-01-01,Action,Capcom,0.02,0.01,0.0,0.0,0.02,,other
14965,14968.0,Chili Con Carnage,PSP,2007-01-01,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02,playstation,Konami Digital Entertainment
14966,14969.0,Bus Simulator 16,PC,2016-01-01,Simulation,Astragon,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,Nintendo
14967,14970.0,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006-01-01,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,nintendo_handheld,other
14968,14971.0,Teddy Together,3DS,2016-01-01,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
14969,14972.0,Pony Luv,DS,2008-01-01,Simulation,GSP,0.02,0.0,0.0,0.0,0.02,playstation,other
14970,14973.0,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010-01-01,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,playstation,Namco Bandai Games
14971,14974.0,Omega Quintet,PS4,2014-01-01,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,,other
14972,14975.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,playstation,Activision
14973,14976.0,Demigod,PC,2009-01-01,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,xbox,other
14974,14977.0,The Voice,PS3,2014-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,playstation,other
14975,14978.0,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005-01-01,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,playstation,Namco Bandai Games
14976,14979.0,Bunmei Haruka: Aoiza Ibunroku,PSP,2011-01-01,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,playstation,Sega
14977,14980.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,playstation,other
14978,14981.0,Blade Arcus from Shining EX,PS4,2015-01-01,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,nintendo_handheld,Sega
14979,14982.0,Vantage Master Portable,PSP,2008-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,other
14980,14983.0,Lilpri DS: Hime-Chen! Apple Pink,DS,2010-01-01,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,xbox,Activision
14981,14984.0,Star Trek Online,PC,2010-01-01,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,xbox,other
14982,14985.0,Rapala for Kinect,X360,2011-01-01,Sports,Activision,0.0,0.02,0.0,0.0,0.02,nintendo_handheld,other
